churn;plan_int;minutos_dias;llamadas_dias;minutos_int;llamdas_int;reclamos
No;no;125.2;123;12.6;9;3
No;no;195.9;111;13.2;1;2
No;no;214.2;61;10.3;2;0
No;no;221.1;101;9.5;1;0
No;no;132;100;11.6;5;1
No;no;157.6;92;9.1;4;1
No;no;110.3;71;11;8;2
No;yes;161.5;121;11.2;13;0
No;no;171.8;116;10.6;7;1
No;no;211;99;11.4;5;1
Yes;no;139.3;89;9.3;3;7
Yes;no;291.6;99;14;9;2
No;no;139;110;12.1;1;0
No;no;234.8;125;10;1;4
No;no;187.6;83;8.8;1;1
No;no;159.8;143;13.1;7;2
No;no;177.1;100;5.2;5;1
No;no;117.9;101;11.4;10;0
No;no;247.6;95;10.8;6;2
No;no;169.9;77;8.5;7;1
No;no;185;120;14.1;3;3
No;no;204.9;84;11.3;5;0
No;no;225.5;119;9.4;2;3
Yes;no;169.7;115;10.5;3;4
No;no;239.3;102;10.6;6;0
Yes;no;113.3;96;11.7;2;4
No;no;161.9;100;10.2;11;3
No;no;133.3;110;5.6;4;2
No;no;170.7;88;8.7;1;3
No;no;189.7;76;8.3;3;5
Yes;no;322.3;100;7.8;5;2
No;no;124.4;74;10.4;4;2
No;no;146.9;94;11.4;5;3
No;no;192.6;123;10.8;3;1
No;no;96.3;83;10.3;2;1
No;no;131.9;96;14.7;5;3
No;no;147.2;121;13.3;3;2
No;no;143.1;139;7.1;5;2
No;no;280.4;127;15.2;6;5
No;no;237.2;85;10.7;4;1
No;no;184.2;95;12.8;4;2
No;no;109.1;141;10;4;3
Yes;no;138.1;115;10.3;2;5
No;no;186.8;94;8.8;4;3
No;no;155.4;112;13.9;5;1
No;no;245.3;91;8.5;4;4
Yes;yes;205.9;97;11;2;0
No;no;207.2;138;11.9;4;1
No;no;151.5;100;10.7;5;2
Yes;no;221.9;112;7.1;5;0
No;no;190;100;9.5;4;1
No;no;220.8;111;10.5;4;2
No;no;173.7;117;6.3;3;2
No;no;114.8;94;9.6;4;2
No;no;113.8;97;10.4;1;3
Yes;yes;143.2;60;6.2;4;4
No;no;184.4;111;9.3;5;3
No;no;227.4;67;7.8;6;1
No;no;224;99;2.1;5;0
No;no;216.2;95;10;5;2
No;no;129.9;121;13.3;3;0
No;no;230.1;108;6.9;3;2
No;no;204.4;97;11;5;1
No;no;216.6;101;9.1;3;1
Yes;no;247.5;85;10.2;2;2
No;no;228.1;93;9;2;1
Yes;no;225.9;110;11.2;4;1
Yes;no;103.5;115;12;3;4
No;no;115.5;70;7.5;6;0
No;no;218.8;125;9.7;6;1
No;no;223.8;67;12.3;5;3
No;no;143.8;71;12.9;4;3
No;no;29.9;123;8.6;6;2
No;no;276.7;121;8.3;3;0
No;no;141.4;128;8.1;4;0
No;no;153.9;102;12.8;5;1
No;no;190.5;128;13.8;5;0
No;no;192.6;102;9.4;4;1
No;yes;151.8;115;12.2;4;1
No;no;215.6;74;10.1;4;5
No;no;180;100;7.8;8;3
No;no;157.3;116;8.4;4;2
No;no;196.5;88;6.8;3;0
No;no;240.3;130;11.9;3;0
No;no;193.3;126;9.4;6;3
No;no;211.9;40;5.4;4;1
No;yes;218.7;111;8.2;5;1
Yes;yes;246.8;110;13.2;5;0
Yes;no;174.7;151;15.8;3;6
Yes;no;240;83;9.3;2;0
No;no;181.2;76;5;3;2
No;no;113.7;67;10.8;3;1
No;no;174.7;86;13.4;1;0
No;no;211.1;89;9.7;9;2
No;no;169.3;108;12.2;3;1
No;no;247.4;107;11.3;2;0
No;no;131.2;63;12.8;2;2
No;no;161.4;84;11.8;5;1
No;yes;107.2;98;9.7;4;1
No;no;211.9;120;8.8;5;1
No;no;160.4;120;6.9;4;3
No;no;230.7;101;6.4;3;1
No;no;232.6;96;10.5;9;1
Yes;no;294.7;90;10.8;3;1
No;no;133.4;107;10.2;13;1
No;no;306.2;123;11.7;2;0
No;no;236.8;135;10.4;5;2
Yes;yes;125.7;92;14.2;6;3
No;yes;168.4;114;11.4;3;1
No;no;70.9;134;12;6;2
No;no;105;86;3.7;4;0
No;no;152.1;141;12;7;1
No;yes;180.9;79;8.8;9;3
No;no;156.6;84;9.4;6;1
No;no;180.5;85;2.4;3;0
No;no;238.8;100;13.2;8;1
No;no;182.1;66;13.4;9;2
No;no;139.6;72;8.8;2;2
No;no;200.3;76;10.2;5;0
No;no;153.5;94;8.5;6;1
No;yes;128.2;119;11.7;6;3
No;no;159.5;145;16.7;2;2
Yes;no;226.4;101;12.3;4;3
No;no;251.9;81;8.4;3;2
Yes;no;264.5;117;7.5;4;2
No;no;153.7;105;10.7;2;0
No;no;232.1;81;15;6;5
No;no;201.9;86;7.8;10;1
No;no;186.9;79;4.2;14;1
No;no;196.6;89;6.6;5;1
No;no;232.1;102;9.9;3;1
No;no;166;79;6.3;7;0
No;no;200.6;96;2.5;5;1
No;no;141;101;4.9;2;3
No;no;245;95;7.5;8;0
No;yes;140.8;140;10.9;7;1
Yes;no;255.1;93;8.8;3;3
No;no;125;99;10.2;7;2
No;no;180.6;65;5;3;1
Yes;yes;248.7;118;11.3;2;1
No;no;178.1;111;8.4;2;0
Yes;yes;122.2;112;10.3;9;5
No;no;231.3;87;7.2;7;1
No;no;111.2;101;12.6;2;3
Yes;yes;103.2;117;11.9;2;0
Yes;no;138.4;104;3.9;9;4
No;no;146.3;85;11.5;3;0
No;no;206.3;66;11.7;6;0
No;no;132;103;13.5;4;0
No;no;274.6;105;9.2;4;2
No;no;185.3;87;11.7;3;0
No;no;154.8;69;9;4;1
No;no;179.2;105;14.7;5;1
Yes;yes;286.2;61;11;4;2
No;no;268;115;17;1;3
No;no;137.5;110;13.3;5;2
No;no;243;115;13.4;5;2
No;no;134.9;79;15;2;1
No;no;234.2;76;13.9;2;1
No;no;175.1;73;7.3;6;1
No;no;142.2;107;10.1;5;1
No;no;132.4;81;6;1;2
No;no;97.8;98;5.9;2;0
Yes;no;266.9;83;11;6;3
No;no;155.2;139;9.7;4;3
No;no;200.2;92;8.8;3;1
Yes;no;289.1;100;12.7;2;2
No;yes;198.4;121;10.5;5;1
No;no;180.3;67;12.8;6;2
No;no;86.3;84;12.5;1;2
Yes;no;295;141;12.9;4;2
No;no;240.9;108;14.7;8;3
No;no;207.7;109;8;5;1
No;no;128.5;115;0;0;1
No;no;224.4;114;8.8;2;1
No;no;164.9;115;10;9;2
No;no;238;97;10.6;6;2
No;no;231;85;8.3;5;2
Yes;no;107.3;140;10;3;4
No;no;185;122;5.1;8;1
No;no;244.1;71;7.7;4;3
No;no;238.4;96;12.4;4;3
No;no;141.1;109;13.2;2;1
No;no;158.1;117;11.8;7;0
No;no;220.1;105;13.1;8;0
Yes;no;199.5;119;10.9;3;4
No;no;109.5;105;4.9;9;1
No;no;187.2;110;13.2;5;1
No;no;107.9;128;0;0;0
Yes;yes;172.1;119;13.9;20;1
No;no;203.8;85;11.7;4;1
No;no;160;133;9.1;4;0
No;no;51.1;106;12.3;3;1
No;no;227.7;88;11.7;5;1
No;no;203.8;77;9;2;1
No;no;241.7;84;11.3;3;1
No;no;78.1;70;12.3;4;1
No;no;187.8;95;11;4;2
No;no;127.1;94;7.1;3;1
Yes;no;280;113;10.4;4;0
No;yes;153.2;78;7.8;3;1
No;no;137.1;88;11.5;7;2
Yes;yes;186.1;114;13.8;5;4
No;no;224.1;127;11.5;7;2
No;no;83.6;131;8.1;3;1
No;no;203.9;109;17.8;4;4
No;no;211.3;87;13.3;6;1
No;yes;219.4;112;12;4;4
No;no;190.4;91;13.6;17;2
No;no;147.7;94;6.9;5;2
No;no;229.9;130;14.2;4;2
No;no;102.8;128;10;5;1
No;no;178.7;81;9.1;4;1
No;no;148.5;106;6.5;4;0
No;no;164.1;111;12.3;9;0
No;yes;197.2;90;7.8;8;1
No;no;124.9;131;11.6;4;2
No;no;115.4;99;15.9;6;3
Yes;yes;140;101;9.7;4;4
No;no;193.9;118;13.2;8;3
Yes;no;321.1;105;11.5;2;4
Yes;no;118.4;126;13.6;3;5
No;no;169.8;114;11.6;4;1
No;no;193.4;99;9.3;4;2
No;no;106.6;128;14.9;7;1
No;no;134.7;98;11.8;5;2
No;no;156.2;77;9.9;6;2
No;no;231.1;57;9.6;4;3
No;no;180.8;109;14.1;6;2
No;yes;213.8;105;5;10;2
No;no;234.4;113;13.7;4;0
No;no;70.9;123;10.6;3;3
No;no;223.6;86;9.5;7;0
No;no;294.7;95;13.7;6;1
No;no;216.8;123;15.7;2;1
No;no;197.4;78;7.7;4;2
No;no;226.5;85;6.9;5;1
No;no;218.9;124;12.9;3;1
No;no;157.5;97;11.1;6;0
No;no;89.1;117;9.9;4;2
No;no;177.8;100;11.9;1;0
No;no;209.8;77;9;4;1
No;no;93.2;109;10.5;2;1
No;no;228.1;86;10.6;9;1
No;no;112.6;86;7.2;6;3
No;no;207.3;77;12.9;5;1
No;no;208.1;93;7.4;2;1
No;no;112.8;66;14.3;3;1
No;no;225.3;124;11.7;3;1
No;no;169.4;105;13.9;5;4
No;no;193.3;121;7.1;9;1
No;no;161.2;142;14.7;5;1
No;no;95.6;88;9.8;2;3
No;no;79.8;99;9.3;8;2
No;no;170.8;101;11;3;2
No;no;229.2;111;5.2;5;1
No;no;259.3;94;9.2;1;3
No;no;212.6;110;10.1;5;0
No;yes;101;110;11.1;6;0
No;yes;140.1;125;10.1;3;1
No;no;150.4;106;12.3;3;3
No;yes;189.9;125;9.1;5;3
No;no;100.8;74;12.6;3;2
No;no;138.1;131;10;3;3
No;no;179.7;112;10.1;7;3
No;no;191.3;104;11;1;1
No;no;168.3;76;12;3;2
Yes;no;137.6;113;10.7;2;1
No;no;255.4;122;11.1;6;0
No;no;166.2;125;13.4;6;1
Yes;yes;158.7;112;8.3;1;2
Yes;no;258.3;76;13.6;4;1
No;no;77;106;12.5;6;1
No;no;168.4;127;11;4;2
Yes;no;307.2;65;10.2;4;2
No;no;175.6;91;9.5;8;0
No;no;169.1;48;10.7;8;3
No;no;190.7;111;4.4;3;1
No;no;239.6;120;8.6;3;1
No;no;121.3;112;7.4;4;1
Yes;no;208.4;102;10.1;8;1
No;yes;230.6;131;6.8;4;0
No;no;112.5;95;11.1;8;0
No;no;172.2;88;11.8;4;2
No;no;195.3;97;16.2;13;1
No;no;167.7;93;6.9;5;3
No;no;180.1;103;13.4;5;0
No;no;129.6;81;9.8;4;2
No;no;215.5;108;13.2;4;0
No;no;218.6;83;9.1;6;1
No;no;211.9;65;9.9;3;2
No;no;82;95;8;4;1
No;no;149.1;103;11.4;7;2
Yes;no;304.6;56;12.4;1;1
No;no;277.7;118;10.4;8;0
No;no;155.2;99;7.5;7;1
No;no;198.5;75;10.6;6;0
No;no;209.1;57;12.8;4;1
No;no;200;104;18.9;2;1
No;no;196.1;95;7.6;3;3
No;no;121.6;99;7.1;2;1
No;no;204.1;132;0;0;1
No;no;212.1;114;11.3;5;4
No;no;178.3;86;13.8;2;1
No;no;181.8;92;7;6;0
No;no;120.6;104;9.6;6;2
No;no;172.4;112;8.8;9;1
Yes;no;160.6;110;7.3;2;0
No;no;98.4;100;15.1;3;1
No;no;109;126;7.9;3;1
No;yes;122.4;98;11.6;5;3
Yes;no;144.5;119;6.1;4;5
No;no;102.5;87;8.7;5;1
No;no;274.1;119;9.9;5;2
No;no;193.1;82;13.3;5;2
No;no;182.8;96;7.7;2;2
No;no;148.4;86;11.3;12;1
No;no;75.8;107;10.5;3;2
No;no;198;90;9.3;2;1
Yes;no;253.2;95;9.5;4;5
No;no;199.9;64;11.7;6;3
No;no;187.5;105;11.7;2;2
No;no;183.6;111;10.3;6;0
No;no;86.1;95;11.7;4;0
No;no;126.8;83;11;4;3
No;no;108.3;95;9.1;2;1
Yes;yes;160.5;92;13.8;5;1
No;no;147.3;81;11;3;2
No;no;165.1;91;9.5;3;2
No;no;122.2;88;5.7;10;3
No;no;156.3;102;9;4;3
No;no;277.7;109;10.4;2;1
No;yes;147.4;117;10.9;5;0
No;no;228.4;113;7.8;6;1
No;no;184.6;133;6.8;8;1
No;no;87.6;89;8;4;1
No;no;219;95;5.6;5;4
Yes;no;220.9;100;13.5;9;1
No;no;188.4;104;9.7;7;1
No;no;254.8;83;13.5;2;4
Yes;no;338.4;86;14.8;4;3
No;no;168.2;81;10.7;3;1
No;no;143.1;114;8.9;3;3
No;no;118.3;113;9.4;4;1
No;no;256.5;115;7.5;5;0
No;no;185.9;111;8.5;2;1
No;no;219;100;11.9;8;3
No;no;180.1;90;12.7;9;1
No;no;114.9;119;12.6;5;2
No;no;158.6;97;11.3;3;2
Yes;yes;244.2;147;15.4;3;2
No;no;180;58;13.2;9;1
No;no;240.2;110;7;19;3
No;no;234.4;120;9.4;4;1
No;no;135.4;104;5.4;3;1
Yes;no;272.4;112;10.9;5;1
No;no;262.9;95;7.5;5;1
No;no;66.7;124;15.1;2;1
No;no;221.4;110;10.1;4;1
Yes;yes;135.1;99;13.2;4;1
No;no;240.8;72;7.7;5;1
No;no;170.5;101;9.8;1;3
No;no;158.3;90;14;2;2
No;no;201.7;87;7.9;5;0
No;no;168.8;102;10.6;4;1
No;no;141.9;98;12;5;2
Yes;no;182.6;75;9.5;3;5
No;no;264.4;93;10;4;1
No;no;203.7;80;9.4;1;3
No;no;191.6;53;10.7;9;3
No;no;136.4;147;7;3;0
No;no;168.2;103;8.2;2;0
No;no;125.3;128;7;3;3
No;no;217.9;89;6.6;4;0
No;no;198.1;93;12.6;4;2
No;yes;178.8;81;7.1;5;1
No;no;262.9;57;11.8;4;3
No;no;164.6;85;11.5;5;0
No;no;197;130;12.6;4;1
No;no;102.9;94;13.6;2;1
Yes;no;144.2;74;12.1;7;4
No;no;126.5;108;13.1;6;2
No;no;139.8;109;13.6;4;3
No;no;139.7;112;10.3;2;2
Yes;no;309.4;86;11.2;5;3
Yes;no;159.6;102;12.6;7;5
No;no;239.7;102;10.5;2;1
No;no;195.6;93;13.2;6;2
No;no;161.1;110;7.6;2;2
No;no;173.9;90;8.4;5;1
No;no;165.4;88;10.5;3;4
No;no;221.3;117;8.7;3;0
Yes;yes;176.8;89;13.1;5;1
No;no;196;75;13.9;5;1
No;no;174.3;113;11.6;3;4
No;yes;186.9;98;12.3;3;4
Yes;yes;115.6;93;9.7;1;2
No;no;158.4;107;14.9;2;0
No;no;149.4;93;6;3;1
No;no;244.5;94;9.7;3;1
No;no;145.5;124;9.5;5;3
No;no;147.7;101;11.1;5;0
No;no;164.3;106;12.1;2;1
No;no;89.4;77;10.4;2;3
No;no;276.3;149;8.7;3;1
No;no;172.7;79;11.7;5;1
No;no;138.7;68;13.6;3;2
No;no;205.4;68;9.4;2;5
No;no;187.4;86;11.7;3;1
No;no;206.1;105;12.1;7;2
No;no;131.5;143;10.9;5;0
No;no;120.1;103;6.3;4;1
No;no;168.6;85;13.3;10;1
No;no;235.8;91;11.9;4;1
No;no;189.4;114;4.5;13;0
No;no;158.5;90;14.8;5;2
No;no;280;101;10.3;2;3
No;no;229.8;97;8.9;2;1
No;no;241.6;102;9.8;6;1
No;no;176;141;7.1;5;3
No;no;167;93;10.4;4;3
No;no;129.2;142;8.7;4;0
No;no;174;122;7.8;4;1
Yes;no;261.2;81;11.3;1;2
No;no;264.6;117;8.1;4;0
No;no;160.9;97;9.1;4;2
No;no;124.8;93;11.3;3;1
No;no;230.6;92;6.2;4;2
No;no;241.7;112;11.3;2;2
No;no;229.1;143;3.9;3;0
No;no;212.9;92;8.6;2;2
No;no;124.8;99;4.6;3;1
No;no;133.9;82;11.7;4;0
No;no;129.8;87;14.3;6;1
No;no;88.5;112;7.5;12;1
No;no;168.5;102;8.8;6;3
No;yes;81.4;110;12.2;3;1
No;no;117.2;99;9;7;1
Yes;yes;300.4;113;11.9;3;2
No;no;195.1;105;11.5;16;1
No;no;172;80;10.3;3;0
No;yes;165.2;85;11.9;5;1
No;no;149.7;114;9;2;2
No;no;185.8;61;11.8;4;1
Yes;no;214.4;112;14.8;3;0
No;no;244.6;91;12;5;0
Yes;no;302.6;83;10.4;7;1
Yes;no;195.2;123;9;5;5
No;yes;207.8;113;13;3;1
Yes;no;119;119;9;6;2
No;no;245.8;116;9.9;7;1
No;no;131;148;12.6;4;3
Yes;no;129.8;106;8.3;4;4
Yes;yes;275.9;84;6.7;4;2
No;no;213.3;124;12.1;2;1
No;no;128.6;92;12.4;9;2
No;no;95.3;103;13.6;4;1
No;no;152.4;94;10.2;1;1
No;no;194.9;108;8.2;4;4
No;no;214.7;112;11.6;2;1
No;no;180.4;99;9.5;6;1
No;no;164.1;84;13.3;4;1
No;no;211.1;62;15.6;3;2
No;no;312.4;98;10.1;6;0
No;no;223.3;97;11.6;2;1
No;no;166.9;76;14.2;5;1
No;no;192.9;60;18.7;7;0
No;no;236.8;89;8;3;2
No;no;149.7;99;9.5;5;1
No;no;268.1;94;13.6;5;2
No;yes;245;119;7.8;7;1
No;no;187.9;121;10.4;5;2
No;no;234;108;8.8;4;0
No;yes;153.8;105;11.1;4;1
No;yes;211.7;51;12;3;0
No;no;229.4;78;12;4;3
No;no;68.8;124;9.8;5;1
No;no;200.2;113;10.4;5;0
No;no;134.6;73;9.4;2;2
No;no;232.4;101;9.5;3;0
No;no;126;89;5.6;4;0
No;no;175.9;121;10.9;5;1
No;yes;161.7;99;12.4;6;1
Yes;no;112.6;80;8.1;3;6
No;no;234;116;13.8;1;1
Yes;no;226.3;88;7.8;11;1
No;no;174.1;127;10.7;3;0
No;no;195.6;111;10.8;1;1
No;no;200.8;104;9.7;5;0
No;yes;116.9;74;9.9;8;1
No;no;225.6;118;12.1;5;1
No;no;272.9;122;10.5;3;2
No;no;215.9;106;8.8;4;0
Yes;yes;199.7;121;11.1;4;6
No;no;281.9;121;7;5;3
No;yes;181.2;122;8.4;4;0
No;no;63.3;116;14.2;4;1
No;no;208;83;14.9;3;1
No;no;189.3;73;7.5;8;3
Yes;no;156.8;100;11.2;10;1
No;no;172.3;135;10.4;2;1
No;no;140;84;9;6;2
Yes;no;221;94;10.1;5;1
No;no;167.2;133;9.5;4;1
No;yes;191.6;83;8.6;3;3
No;no;172.5;115;6.8;8;4
Yes;no;294.3;83;5.8;7;2
No;no;289.1;79;13.5;4;1
No;no;162.6;113;10.9;2;0
No;no;233.6;126;12.8;4;1
No;no;240.7;102;10.6;2;2
Yes;no;290.5;119;8.6;6;2
Yes;no;183.2;112;9.2;5;1
No;no;155.6;78;8.7;2;2
Yes;yes;220.7;100;15;4;3
Yes;no;303;93;10.4;5;1
No;no;114.4;115;5.9;2;3
No;no;164.8;106;4.3;2;2
No;no;237.1;126;10.7;8;2
No;no;220.3;106;10.2;1;3
No;no;189;98;11.3;3;0
No;yes;172.6;92;10.5;3;3
No;no;168.8;141;10.5;7;3
No;no;243.1;137;9.9;3;1
No;no;97.9;119;7.4;4;0
No;yes;179;114;10.8;3;3
Yes;yes;324.3;107;12.8;7;1
No;no;69.7;85;11.1;2;2
Yes;yes;176.9;118;15.1;3;3
No;no;140.4;117;8.7;4;2
No;no;167.4;117;9;3;1
No;no;166.4;112;5.5;2;0
No;no;171.5;108;10.7;4;3
No;yes;177.2;151;11.1;5;2
No;no;114.5;64;10.4;16;0
No;no;205.1;123;10.7;1;2
Yes;no;208.4;112;16.8;1;0
No;no;125.8;102;9;2;2
No;no;186.2;97;11;4;2
No;no;128.9;136;10.7;5;0
No;no;257.4;91;14.7;2;1
No;no;189.3;113;14.2;3;5
No;no;50.1;134;11;6;0
No;no;165.5;72;9.7;6;2
No;yes;143.7;108;9.9;4;0
No;no;166.4;97;14.5;4;0
No;no;264.2;118;10.7;1;2
No;no;192.1;80;11.7;4;2
No;no;145.4;98;8.8;2;1
No;no;240.8;80;9.4;4;1
No;no;170.7;98;4.8;7;3
No;no;221;118;12.1;4;0
No;no;180;109;10.8;4;0
No;no;298.8;92;11.9;4;5
Yes;no;317.1;97;13.6;2;1
No;yes;102.2;103;9;4;1
No;no;182.9;87;12.1;3;4
Yes;no;155.6;122;10.6;3;4
No;no;184.8;126;8.3;3;1
No;no;175.7;91;10.7;10;1
No;no;251.5;57;6.6;3;1
No;no;131.6;102;0;0;3
No;no;92.3;128;10.8;16;3
Yes;no;196.7;109;11;5;5
No;no;131.4;98;11.2;2;2
Yes;no;215.9;122;6.1;5;4
No;no;158.2;95;8.5;5;2
No;no;216;106;11.2;4;0
No;no;206.4;111;11.8;10;3
No;no;138.2;94;11.1;6;3
No;no;192.3;125;7.8;4;1
No;no;262.1;78;5.3;3;0
No;no;41.2;106;12.4;3;0
Yes;no;326.1;119;11;3;1
No;no;167;60;8.9;2;1
No;no;210.2;95;9.4;3;2
No;no;204.9;74;11.2;4;2
No;no;184.1;105;4.7;6;1
No;no;263.8;84;8.7;6;2
Yes;no;283.6;115;8.8;5;0
No;no;167.5;77;16.1;5;2
No;no;142.3;50;5.5;3;1
No;no;167.1;103;9.1;2;1
No;no;148.3;86;10.9;4;0
Yes;no;297.8;88;12;2;1
No;yes;144.5;60;12.4;3;1
Yes;no;233.4;71;10.3;1;0
No;no;130.5;98;12.7;1;3
No;no;133.3;107;9.1;4;3
No;no;183.7;103;11.2;2;0
Yes;no;271;114;13.7;2;5
No;no;122.5;70;10.4;6;0
No;no;143.3;97;11.4;5;2
No;no;182.5;85;14.7;6;1
No;no;110.4;122;13.9;5;1
No;no;140.8;109;14.1;1;0
No;no;137.5;102;10.4;6;0
No;no;115.9;81;10;4;1
No;no;288.2;108;9.6;5;4
No;no;60.2;100;13.3;4;1
Yes;no;125.5;100;5.9;6;3
No;no;179.6;142;11.1;2;1
No;no;99;126;8.4;3;1
No;no;155.4;71;5.8;1;1
No;no;177.4;107;15;9;3
No;no;233.6;72;6.3;2;2
No;no;210.2;109;9.9;4;3
No;no;126.8;83;7.1;5;3
No;no;187.1;80;10.4;2;1
No;no;155.8;91;8.6;3;2
No;no;232.1;130;13;3;0
No;no;128.7;85;10.5;4;3
No;yes;224.3;85;11.7;3;1
No;no;208.9;87;14.9;5;2
No;no;184.8;114;8;9;0
Yes;no;121.6;100;12.3;2;5
No;no;145;106;12.7;3;1
No;no;243.3;101;9.3;3;0
No;no;214.8;60;10.9;2;1
No;no;184.5;56;11.2;3;2
No;no;84.3;98;10.3;2;2
No;no;142.9;70;15.2;4;1
No;no;120.6;82;11.4;5;0
No;no;222.2;80;12.1;3;1
No;no;219.3;132;15.7;2;2
No;no;230.2;100;9;11;2
No;no;76.1;115;6;2;0
No;yes;147.7;105;12.7;5;0
No;yes;139.4;102;10.5;4;1
No;no;196;91;15.3;2;1
No;no;160.8;73;7.2;3;1
Yes;no;325.4;73;9.3;10;1
No;no;198.2;92;16.5;4;4
No;yes;168.8;86;5.3;9;1
No;no;273.8;99;6.9;4;2
No;no;217.7;114;8.5;10;4
Yes;no;93.5;110;8.9;4;4
No;no;195.4;104;14;4;0
No;no;247.8;96;10.6;3;2
No;no;162.5;81;9.7;1;2
No;no;86.1;78;9;7;0
No;no;89.1;124;6.9;5;0
No;no;189.7;122;9.8;5;0
No;no;190.8;100;9.9;9;0
Yes;no;198.6;115;10.2;6;1
No;no;176.5;105;7.7;5;0
No;no;188.3;80;10.2;4;2
No;no;197.6;105;9.6;2;3
No;no;208.5;129;12;9;1
No;no;261;83;16.3;1;4
No;no;209.6;94;12.4;4;0
No;no;157.8;96;13.7;6;3
Yes;no;245.4;82;10.5;3;3
No;no;72.2;80;11;5;2
No;no;100.2;85;7.7;4;3
No;no;152.9;106;8;5;1
No;no;274;83;11.9;2;0
No;no;215.6;127;11.2;7;3
No;no;178.2;109;8.5;7;0
No;yes;252.8;102;11.2;3;0
No;no;216.2;100;7.8;3;2
No;no;165.1;120;8.1;2;0
No;no;133.8;88;12.4;4;2
No;no;217.2;122;14;4;2
No;no;82.1;75;9.6;2;1
No;no;157.1;77;15.6;4;0
No;no;205.5;95;9.7;4;1
Yes;yes;147.6;126;8.1;7;0
No;no;172.1;73;14.1;3;2
No;no;206.8;104;12.4;6;0
No;no;193.3;51;12.2;4;1
No;no;225.9;52;11.7;3;0
No;no;202.6;92;11.9;6;4
No;no;48.4;105;11.5;4;2
No;no;168.6;93;11.4;7;1
No;no;142.9;92;10.4;6;0
No;no;85.2;102;8.2;4;1
No;no;77.8;123;5.7;7;1
No;no;179.4;108;14.9;4;2
No;no;139.8;98;11.7;3;3
No;no;177.9;68;10.6;7;1
No;no;101.9;98;15;6;1
No;no;157.5;90;12.2;4;1
No;no;167.1;138;13.7;10;3
No;no;124.1;92;13.7;3;0
No;no;221.4;124;11.8;1;3
No;no;245.1;66;3.1;4;1
No;no;135.7;111;9.5;4;1
No;no;227.9;80;5.1;6;0
No;no;177.8;112;7.9;4;1
Yes;no;189.4;109;11.2;4;1
No;no;188.3;108;15.6;5;1
No;no;177.1;94;6.6;2;2
No;no;128.5;95;9.2;6;2
No;no;192.9;86;10.9;3;2
No;no;130.5;109;10.4;3;3
No;no;201.1;141;11.5;4;1
No;no;139.8;108;9.7;1;3
No;no;237.6;105;6.8;11;4
No;no;197.7;80;12;5;1
No;no;222.1;115;8.1;2;2
Yes;no;270;58;7.8;6;1
No;no;211.6;111;14;7;2
No;no;148.7;90;9.8;4;2
No;no;81.7;105;12.9;3;2
No;no;143.6;135;12.7;3;0
No;no;205.3;69;10.1;2;3
No;no;184.5;77;9.7;3;4
No;no;140.8;97;12.2;4;0
No;no;140.8;107;9.1;4;3
No;yes;169.7;109;9.8;3;0
No;no;168.1;83;10;3;3
No;no;190.1;133;12.5;3;2
No;no;192.6;96;8.8;6;2
No;no;234.8;95;10.4;2;0
No;no;146.4;105;9.4;3;3
No;no;247.2;84;6.1;6;1
No;no;234.8;118;7.5;3;2
No;no;185.9;115;10.2;2;2
No;no;98.5;85;12;7;2
Yes;no;304;141;7.2;4;0
No;no;140.3;108;11.8;6;1
No;no;201.5;127;8.6;1;2
No;no;191.7;125;12.5;2;0
No;no;71.2;113;14;12;1
No;no;168.1;97;15.1;3;1
No;no;178.4;110;6.5;4;1
No;yes;127.2;89;11.2;5;2
No;no;230.7;66;13.3;10;1
No;no;228.3;84;3.7;3;3
No;no;197.7;84;7.8;3;2
No;no;273.7;94;3.8;3;0
No;no;195.8;118;11.7;2;0
No;no;190.5;106;11.4;5;2
No;no;176.1;79;16.1;4;4
No;no;210.4;78;11.7;3;2
No;no;151;59;8.9;9;0
No;no;144.3;109;11.8;15;3
No;no;203.7;109;10.8;16;3
Yes;no;210.1;97;13.3;1;0
No;no;230.2;89;8.1;3;4
No;no;121.9;88;13;4;3
No;no;181.2;65;9.9;6;2
No;no;201.5;103;11.5;3;0
No;no;146;58;11.9;2;0
Yes;no;105.3;101;11.1;2;4
No;no;69.7;84;8.3;3;2
No;no;208.1;72;4.6;5;2
No;no;183.1;109;13.9;4;0
Yes;no;148.7;95;10.4;7;6
Yes;no;240.1;121;17.2;4;0
No;no;126.4;97;12;2;1
Yes;no;156;70;7.1;3;4
No;no;180.2;115;11.9;6;1
No;no;172;142;7.4;1;0
No;no;231.6;105;8.9;4;1
No;no;42.1;114;10;1;0
No;no;136.6;111;9.9;4;0
No;no;155.6;90;10.8;4;3
No;no;234.6;126;8.1;2;0
No;no;115.5;101;13.6;4;0
No;no;159;67;7.4;3;2
No;no;286.6;114;13.2;4;1
No;no;174.5;83;12.4;4;1
No;no;181.9;70;8.1;9;1
No;no;192.6;108;4.2;2;1
Yes;no;235;77;5.3;4;3
No;no;187.8;107;10.5;7;0
No;no;167.1;105;10.4;2;3
No;no;212.3;107;10.4;2;1
No;yes;227.4;94;8.3;5;1
Yes;no;162.5;86;13.4;6;4
No;no;164.2;97;6.5;3;1
No;yes;172.4;133;9.1;9;1
No;no;259.6;138;13;4;1
No;no;159.4;79;10;3;2
No;no;69.5;94;11.9;3;0
No;yes;166.5;101;10.2;3;3
